Year,Period,Likes,Comments,Replies,Retweets,Impressions,Engagements,Engagement_rate,Reach,EngagedUsers,TotalPageLikes,NewPageLikes,PageUnlike,URLclicks,Days,EngagementSP,EngagementCP,Target
2018,03-Feb-18,399,11,383,121,5786,7778,134.4279295,267,5346,354,1461,394,532,Saturday,97,49,10
2018,04-Feb-18,975,65,407,340,2479,2192,88.42275111,505,2095,527,2451,271,383,Sunday,18,36,10
2018,05-Feb-18,583,61,142,102,7434,3701,49.78477267,147,9087,385,624,454,452,Monday,10,41,10
2018,06-Feb-18,657,63,854,237,7572,4675,61.74062335,616,5445,277,700,122,373,Tuesday,80,45,10
2018,07-Feb-18,929,54,813,414,8347,4008,48.01725171,958,4651,662,2399,173,867,Wednesday,51,76,10
2018,08-Feb-18,414,63,156,327,7681,8664,112.7978128,966,3891,932,3611,612,986,Thursday,19,87,10
2018,09-Feb-18,548,35,498,197,5207,6372,122.3737277,135,3757,650,3184,200,507,Friday,31,77,10
2018,10-Feb-18,188,92,237,422,7585,6059,79.88134476,526,8645,127,3327,241,538,Saturday,77,65,10
2018,11-Feb-18,194,67,544,158,6568,7613,115.910475,811,7307,211,308,67,492,Sunday,17,31,10
2018,12-Feb-18,706,19,763,320,8830,9777,110.7248018,178,3865,318,573,47,593,Monday,76,82,10
2018,13-Feb-18,919,61,975,402,9993,7588,75.93315321,761,8933,12,2458,199,799,Tuesday,96,19,10
2018,14-Feb-18,744,88,669,414,8161,5506,67.46722215,186,6414,872,4753,365,746,Wednesday,49,23,10
2018,15-Feb-18,133,99,426,341,7999,5734,71.6839605,502,8492,316,4256,151,850,Thursday,90,57,10
2018,16-Feb-18,207,77,740,392,5519,9198,166.6606269,414,3282,260,1458,983,278,Friday,52,89,10
2018,17-Feb-18,415,71,988,177,3439,3343,97.20849084,189,9510,397,928,677,609,Saturday,65,28,10
2018,18-Feb-18,222,14,675,442,1306,2003,153.3690658,484,7625,872,3891,489,659,Sunday,35,95,10
2018,19-Feb-18,933,64,782,247,4050,7966,196.691358,899,8690,699,4563,450,898,Monday,46,28,10
2018,20-Feb-18,180,49,608,450,2624,6483,247.0655488,547,1517,502,3351,900,436,Tuesday,31,69,10
2018,21-Feb-18,510,77,239,256,5073,9510,187.4630396,769,3070,133,3990,647,824,Wednesday,71,96,10
2018,22-Feb-18,138,79,369,196,4551,5881,129.2243463,609,6057,374,3726,318,888,Thursday,69,53,10
2018,23-Feb-18,637,52,199,408,5234,1733,33.11043179,729,3755,171,2523,764,182,Friday,72,21,10
2018,24-Feb-18,112,68,776,235,8996,8571,95.27567808,513,3076,135,1923,128,87,Saturday,10,94,10
2018,25-Feb-18,954,24,893,227,9991,8353,83.60524472,334,8090,403,4067,32,503,Sunday,78,77,10
2018,26-Feb-18,995,32,928,382,9852,1956,19.85383678,563,8805,676,1472,617,249,Monday,59,70,10
2018,27-Feb-18,935,77,683,143,2406,3704,153.9484622,612,6684,705,3411,990,383,Tuesday,20,94,10
2018,28-Feb-18,103,45,398,332,3669,4788,130.4987735,692,1840,704,4065,309,710,Wednesday,99,30,10
2018,01-Mar-18,134,31,212,219,7235,9411,130.0760194,300,9304,119,1846,178,310,Thursday,91,93,10
2018,02-Mar-18,106,48,889,191,6765,2824,41.74427199,150,4998,265,4582,943,874,Friday,21,93,10
2018,03-Mar-18,393,59,952,284,4472,8989,201.0062612,414,4428,568,3794,308,637,Saturday,92,83,10
2018,04-Mar-18,104,98,798,104,4746,7062,148.7989886,563,4325,190,3158,777,682,Sunday,37,83,10
2018,05-Mar-18,814,62,330,330,7451,6635,89.04844987,861,9355,416,4838,655,406,Monday,16,77,10
2018,06-Mar-18,692,31,983,403,9033,2051,22.70563489,160,2562,831,3170,870,110,Tuesday,90,64,10
2018,07-Mar-18,852,16,378,165,3653,5319,145.6063509,703,9509,656,3224,782,691,Wednesday,46,35,10
2018,08-Mar-18,423,39,778,350,1825,1229,67.34246575,372,6420,466,4954,324,785,Thursday,59,66,10
2018,09-Mar-18,334,58,385,485,4101,5748,140.1609364,862,7048,761,3529,638,300,Friday,29,36,10
2018,10-Mar-18,396,41,967,282,1787,6453,361.1080022,357,1745,850,1703,147,448,Saturday,85,38,10
2018,11-Mar-18,539,69,924,383,2082,1051,50.4803074,792,5439,238,3664,588,909,Sunday,61,10,10
2018,12-Mar-18,115,72,806,492,5580,8202,146.9892473,373,5439,912,3046,824,143,Monday,49,57,10
2018,13-Mar-18,453,14,301,428,3629,5763,158.8040783,220,4432,39,672,986,246,Tuesday,30,72,10
2018,14-Mar-18,383,30,469,450,8461,6698,79.16321948,570,8103,892,1766,98,774,Wednesday,39,67,10
2018,15-Mar-18,859,91,723,132,6656,4062,61.02764423,469,6600,979,2965,708,390,Thursday,62,51,10
2018,16-Mar-18,660,14,676,436,3996,8202,205.2552553,805,4958,460,2338,741,262,Friday,29,66,10
2018,17-Mar-18,964,39,531,379,5267,9483,180.0455667,307,7677,854,4904,81,550,Saturday,98,71,10
2018,18-Mar-18,415,50,503,207,2351,4398,187.0693322,456,4619,68,4042,121,497,Sunday,22,40,10
2018,19-Mar-18,761,46,305,454,3234,5050,156.1533704,357,5379,76,2009,613,225,Monday,71,31,10
2018,20-Mar-18,527,16,826,362,2877,5813,202.0507473,503,8174,54,1048,182,954,Tuesday,66,51,10
2018,21-Mar-18,760,63,683,373,5247,4032,76.84391081,940,3188,262,2173,153,418,Wednesday,78,39,10
2018,22-Mar-18,467,40,190,437,8314,2614,31.44094299,629,2803,30,761,633,765,Thursday,23,35,10
2018,23-Mar-18,837,86,799,396,5251,5437,103.5421824,249,1090,712,3251,698,873,Friday,78,91,10
2018,24-Mar-18,958,42,733,463,7153,3133,43.79980428,252,7786,935,3305,641,201,Saturday,73,71,10
2018,25-Mar-18,593,77,259,423,7273,7958,109.4183968,270,5110,211,1344,289,532,Sunday,72,74,10
2018,26-Mar-18,809,87,204,250,2047,1678,81.97361993,571,5436,13,200,202,217,Monday,20,27,10
2018,27-Mar-18,711,91,153,272,3592,5586,155.5122494,297,9008,994,1906,793,426,Tuesday,94,42,10
2018,28-Mar-18,654,43,240,456,5546,1671,30.1298233,981,5269,929,74,456,101,Wednesday,95,12,10
2018,29-Mar-18,720,15,304,269,5770,7663,132.8076256,885,6722,762,4189,855,888,Thursday,24,67,10
2018,30-Mar-18,372,96,478,185,8169,6700,82.01738279,404,2181,263,4121,366,281,Friday,30,33,10
2018,31-Mar-18,299,90,919,169,8272,9166,110.8075435,107,3433,42,2927,422,798,Saturday,59,22,10
2018,01-Apr-18,157,22,937,426,5507,9474,172.0355911,155,5026,103,2280,978,974,Sunday,30,75,10
2018,02-Apr-18,628,55,440,211,7667,3689,48.11529933,219,4937,499,510,135,553,Monday,32,92,10
2018,03-Apr-18,719,51,632,107,4798,6076,126.6360984,966,7890,527,2479,737,815,Tuesday,46,27,10
2018,04-Apr-18,917,22,592,281,9951,1054,10.59190031,725,4072,228,1347,14,343,Wednesday,48,92,10
2018,05-Apr-18,440,41,840,313,8020,6284,78.35411471,299,9406,502,4457,214,778,Thursday,29,49,10
2018,06-Apr-18,784,40,176,109,2314,5011,216.5514261,715,8863,300,4129,75,890,Friday,22,35,10
2018,07-Apr-18,868,47,668,344,8234,4750,57.68763663,747,5404,757,2126,577,109,Saturday,68,46,10
2018,08-Apr-18,927,23,391,420,1132,6224,549.8233216,132,4485,932,2184,63,485,Sunday,97,30,10
2018,09-Apr-18,647,66,544,326,2105,9334,443.4204276,897,7912,899,3819,296,567,Monday,30,60,10
2018,10-Apr-18,841,23,103,386,4790,2010,41.96242171,524,7021,439,2197,576,495,Tuesday,64,59,10
2018,11-Apr-18,141,72,345,390,9032,8195,90.73294951,984,4302,103,2781,370,160,Wednesday,69,28,10
2018,12-Apr-18,881,70,825,381,4675,9570,204.7058824,214,3687,232,4596,806,303,Thursday,88,72,10
2018,13-Apr-18,754,64,128,203,4468,1115,24.95523724,204,2456,510,318,880,295,Friday,72,28,10
2018,14-Apr-18,144,75,746,160,6442,6569,101.9714374,242,8467,392,3878,21,129,Saturday,99,19,10
2018,15-Apr-18,606,27,494,386,5268,8373,158.9407745,384,7635,921,1667,822,694,Sunday,51,94,10
2018,16-Apr-18,916,41,503,108,5002,9632,192.5629748,122,7954,117,1206,452,810,Monday,80,12,10
2018,17-Apr-18,167,76,532,350,2656,1839,69.23945783,210,9675,211,615,396,131,Tuesday,35,16,10
2018,18-Apr-18,277,15,644,115,5671,6354,112.0437313,343,2632,469,198,584,376,Wednesday,36,13,10
2018,19-Apr-18,267,85,902,356,8704,3466,39.82077206,816,8118,686,4160,435,487,Thursday,30,19,10
2018,20-Apr-18,511,37,250,330,1634,7925,485.00612,814,4427,578,4441,72,80,Friday,10,93,10
2018,21-Apr-18,608,56,368,296,7074,8940,126.3782867,971,3004,263,2944,619,789,Saturday,70,11,10
2018,22-Apr-18,556,38,437,390,7104,9420,132.6013514,283,2591,350,2171,828,389,Sunday,20,11,10
2018,23-Apr-18,536,10,408,228,6483,9250,142.6808576,640,1218,341,2416,714,130,Monday,58,45,10
2018,24-Apr-18,579,92,368,406,8608,5472,63.56877323,595,3961,965,3002,938,333,Tuesday,10,56,10
2018,25-Apr-18,891,76,695,466,1626,8464,520.5412054,595,3517,25,1522,128,259,Wednesday,100,36,10
2018,26-Apr-18,987,80,501,382,6227,2631,42.25148547,815,3287,658,3772,507,219,Thursday,59,60,10
2018,27-Apr-18,274,34,526,171,8571,1417,16.53249329,512,5290,393,3869,559,313,Friday,72,14,10
2018,28-Apr-18,981,76,551,202,7674,9689,126.2574928,312,1127,566,4658,787,303,Saturday,88,68,10
2018,29-Apr-18,957,58,345,262,7774,9479,121.9320813,454,4321,362,4978,464,334,Sunday,65,79,10
2018,30-Apr-18,786,27,844,216,4806,3210,66.79151061,952,8335,260,1113,875,531,Monday,96,23,10
2018,01-May-18,229,90,191,102,2063,6244,302.6660204,861,6896,175,692,814,395,Tuesday,70,36,10
2018,02-May-18,381,32,459,378,9969,6664,66.8472264,236,3208,918,522,15,405,Wednesday,55,80,10
2018,03-May-18,845,60,199,324,9686,6078,62.75036135,721,5663,994,629,237,933,Thursday,99,62,10
2018,04-May-18,254,92,510,126,9948,5554,55.83031765,267,3717,558,1245,536,115,Friday,60,28,10
2018,05-May-18,250,50,169,396,2494,3205,128.5084202,209,4568,889,1412,796,620,Saturday,99,29,10
2018,06-May-18,766,91,791,323,8778,2976,33.90293917,474,2802,606,364,986,283,Sunday,91,65,10
2018,07-May-18,867,64,171,467,3989,9314,233.4921033,482,4172,805,2923,280,866,Monday,25,26,10
2018,08-May-18,273,64,983,452,6209,4483,72.20164278,139,8385,166,1548,279,964,Tuesday,65,26,10
2018,09-May-18,538,13,448,485,4355,8074,185.3960964,131,2844,541,2446,377,277,Wednesday,89,69,10
2018,10-May-18,117,74,829,274,4594,8846,192.5555072,854,7655,859,2412,104,552,Thursday,100,73,10
2018,11-May-18,849,43,367,294,9399,2542,27.04543036,483,1808,66,3830,801,851,Friday,84,34,10
2018,12-May-18,378,25,524,106,2519,3180,126.2405717,575,7061,230,1950,360,743,Saturday,52,71,10
2018,13-May-18,126,91,169,477,3605,1309,36.31067961,174,4931,155,1007,386,570,Sunday,92,63,10
2018,14-May-18,535,54,983,301,8218,3696,44.97444634,603,6323,64,2509,857,580,Monday,37,18,10
2018,15-May-18,218,68,247,345,2015,9491,471.0173697,524,2045,512,2754,468,915,Tuesday,43,57,10
2018,16-May-18,648,40,450,389,8964,1577,17.59259259,858,5510,137,877,539,817,Wednesday,62,54,10
2018,17-May-18,783,56,500,238,3977,2091,52.57731959,243,3085,554,1903,940,97,Thursday,24,51,10
2018,18-May-18,731,95,640,377,5218,7795,149.3867382,485,7845,317,3059,22,776,Friday,40,16,10
2018,19-May-18,454,46,330,449,6267,5847,93.29822882,169,9449,178,4629,160,425,Saturday,70,78,10
2018,20-May-18,933,26,972,403,9121,2673,29.30599715,785,3637,393,5000,395,771,Sunday,96,58,10
2018,21-May-18,346,93,618,127,8688,4588,52.80847145,293,9247,614,3469,45,624,Monday,30,46,10
2018,22-May-18,764,28,445,429,6567,1929,29.37414344,1000,4702,38,1244,201,387,Tuesday,47,17,10
2018,23-May-18,415,60,812,383,7506,1247,16.61337597,937,2200,883,2279,183,851,Wednesday,97,15,10
2018,24-May-18,738,30,546,373,6460,8719,134.9690402,143,9995,543,4115,59,556,Thursday,31,72,10
2018,25-May-18,978,58,577,103,6946,2099,30.21883098,715,3490,216,2053,669,869,Friday,61,29,10
2018,26-May-18,114,84,740,237,5459,9105,166.7887892,201,6104,520,3679,573,931,Saturday,30,96,10
2018,27-May-18,637,26,356,417,5226,2365,45.25449675,322,5114,580,3769,289,955,Sunday,85,11,10
2018,28-May-18,292,61,453,248,9476,9879,104.2528493,390,2253,291,3202,712,967,Monday,77,19,10
2018,29-May-18,359,88,384,330,1571,6903,439.401655,102,9023,519,519,701,593,Tuesday,31,43,10
2018,30-May-18,290,53,632,276,7890,9723,123.2319392,445,8855,372,4444,164,938,Wednesday,70,95,10
2018,31-May-18,699,17,499,256,7944,4617,58.11933535,810,4257,410,2791,120,177,Thursday,94,95,10
2018,01-Jun-18,925,46,779,448,1725,9110,528.115942,359,8783,446,2695,646,747,Friday,63,30,10
2018,02-Jun-18,304,55,243,205,1021,9479,928.403526,333,5572,959,4735,859,302,Saturday,34,80,10
2018,03-Jun-18,974,24,988,316,6980,5497,78.75358166,940,9321,853,562,466,403,Sunday,24,74,10
2018,04-Jun-18,862,99,100,453,6490,3892,59.96918336,766,6376,120,1923,182,211,Monday,43,25,10
2018,05-Jun-18,371,64,595,436,5553,3809,68.59355303,912,3069,269,2192,512,352,Tuesday,85,92,10
2018,06-Jun-18,976,71,826,490,4899,1351,27.57705654,645,9961,743,2998,53,468,Wednesday,99,92,10
2018,07-Jun-18,960,32,419,155,6734,6350,94.2975943,205,4265,57,1920,536,138,Thursday,29,60,10
2018,08-Jun-18,183,34,197,245,5303,3336,62.90778804,269,5300,391,1378,247,293,Friday,89,31,10
2018,09-Jun-18,457,82,590,232,3169,6546,206.5635847,122,9917,413,481,326,951,Saturday,22,19,10
2018,10-Jun-18,559,96,312,264,6631,7048,106.2886442,997,1606,616,454,782,177,Sunday,34,48,10
2018,11-Jun-18,436,52,734,241,9651,9888,102.4557041,213,3230,275,2361,132,978,Monday,11,79,10
2018,12-Jun-18,653,65,298,102,9981,7351,73.64993488,949,2540,179,1234,532,840,Tuesday,62,97,10
2018,13-Jun-18,172,27,620,476,9815,1307,13.31635252,898,9081,818,1614,897,197,Wednesday,38,47,10
2018,14-Jun-18,584,13,554,385,3595,7348,204.394993,753,2876,318,3070,300,825,Thursday,98,30,10
2018,15-Jun-18,870,63,270,194,6031,9944,164.8814459,544,4081,373,3794,147,911,Friday,92,99,10
2018,16-Jun-18,323,62,616,326,6554,6552,99.96948428,736,3920,637,1664,505,129,Saturday,90,17,10
2018,17-Jun-18,213,38,465,453,2920,4345,148.8013699,992,9672,598,308,354,585,Sunday,80,94,10
2018,18-Jun-18,185,95,558,157,2828,3971,140.417256,161,2966,869,2696,774,155,Monday,68,25,10
2018,19-Jun-18,926,34,516,481,3055,9821,321.4729951,913,8645,656,3763,738,107,Tuesday,72,48,10
2018,20-Jun-18,780,99,720,128,8745,9762,111.6295026,177,9855,777,1999,453,880,Wednesday,64,80,10
2018,21-Jun-18,829,20,613,135,5079,7744,152.4709589,390,3597,289,1135,175,649,Thursday,23,25,10
2018,22-Jun-18,986,69,267,237,3707,8814,237.7663879,362,3840,509,4898,199,188,Friday,74,88,10
2018,23-Jun-18,772,22,654,262,3998,2433,60.85542771,912,3747,359,2845,778,685,Saturday,92,33,10
2018,24-Jun-18,690,43,182,376,6270,5059,80.68580542,756,3287,199,2499,952,289,Sunday,48,76,10
2018,25-Jun-18,277,51,233,315,5130,5137,100.1364522,741,8337,136,2144,889,374,Monday,48,21,10
2018,26-Jun-18,783,12,136,173,4745,6180,130.2423604,428,1133,448,310,834,264,Tuesday,37,21,10
2018,27-Jun-18,541,26,286,444,9791,9110,93.04463283,640,2083,909,3917,611,650,Wednesday,51,45,10
2018,28-Jun-18,479,81,422,387,6344,7125,112.3108449,855,3186,446,4053,60,41,Thursday,14,34,10
2018,29-Jun-18,512,63,349,207,8349,6935,83.06383998,510,4737,211,3741,684,598,Friday,93,77,10
2018,30-Jun-18,888,60,445,116,9746,2489,25.53868254,986,4922,511,4556,152,106,Saturday,82,88,10
2018,01-Jul-18,626,82,466,330,9381,1081,11.52329176,884,6658,837,4740,902,820,Sunday,70,43,10
2018,02-Jul-18,701,45,398,193,5137,1303,25.36499903,364,7757,632,1465,485,850,Monday,62,70,10
2018,03-Jul-18,358,40,347,109,4844,9120,188.2741536,203,6646,917,1482,97,675,Tuesday,25,64,10
2018,04-Jul-18,850,34,589,298,9494,3346,35.24331157,332,6736,87,114,104,705,Wednesday,51,80,10
2018,05-Jul-18,268,18,448,351,3487,1347,38.62919415,313,5119,779,759,977,948,Thursday,53,66,10
2018,06-Jul-18,376,96,463,374,4885,9642,197.3797339,597,1807,855,2585,522,438,Friday,36,39,10
2018,07-Jul-18,357,99,936,210,9457,4381,46.32547319,508,9066,966,3209,553,139,Saturday,10,17,10
2018,08-Jul-18,922,70,156,355,6262,4317,68.9396359,728,1622,152,2769,163,67,Sunday,60,13,10
2018,09-Jul-18,193,93,183,443,2185,6838,312.9519451,998,2760,979,977,285,852,Monday,79,73,10
2018,10-Jul-18,132,40,427,449,2892,2300,79.52973721,471,4662,824,2397,185,616,Tuesday,22,47,10
2018,11-Jul-18,605,79,778,236,5242,4847,92.46470813,806,8806,770,4734,353,366,Wednesday,98,58,10
2018,12-Jul-18,398,23,120,158,7855,1805,22.97899427,414,4271,95,3513,139,671,Thursday,23,72,10
2018,13-Jul-18,183,67,216,117,6187,9442,152.6103119,501,8447,597,884,72,129,Friday,95,39,10
2018,14-Jul-18,699,14,326,334,4123,2534,61.46010187,354,2865,764,3801,332,655,Saturday,37,13,10
2018,15-Jul-18,908,44,813,469,8124,8611,105.9945839,528,8013,499,705,938,893,Sunday,90,38,10
2018,16-Jul-18,222,40,160,477,3415,3166,92.70863836,229,1909,104,1507,300,722,Monday,22,96,10
2018,17-Jul-18,273,24,874,250,7392,1153,15.59794372,389,3516,420,4023,294,968,Tuesday,88,95,10
2018,18-Jul-18,565,23,810,124,4702,6269,133.3262442,673,6980,853,1207,588,526,Wednesday,97,74,10
2018,19-Jul-18,104,28,585,394,6183,1093,17.67750283,777,8842,868,3820,931,302,Thursday,98,14,10
2018,20-Jul-18,572,63,418,269,7022,3160,45.0014241,960,4785,814,1215,179,652,Friday,92,49,10
2018,21-Jul-18,360,54,399,481,2326,7834,336.8013758,198,7024,798,1120,61,258,Saturday,26,81,10
2018,22-Jul-18,709,61,422,462,1433,3897,271.9469644,753,6314,180,998,243,440,Sunday,28,23,10
2018,23-Jul-18,663,35,496,105,5568,4943,88.77514368,711,2549,301,732,848,640,Monday,74,78,10
2018,24-Jul-18,194,11,635,285,9118,6465,70.90370695,360,1584,87,3643,725,907,Tuesday,66,18,10
2018,25-Jul-18,342,77,881,396,8948,9380,104.8278945,536,4300,346,2864,686,203,Wednesday,84,25,10
2018,26-Jul-18,289,47,783,424,6896,9685,140.4437355,436,1697,980,4372,671,360,Thursday,85,43,10
2018,27-Jul-18,859,35,347,458,9951,4166,41.86513918,172,3642,76,2719,487,983,Friday,84,49,10
2018,28-Jul-18,446,33,992,421,1159,2483,214.2364107,610,6257,97,3365,526,517,Saturday,90,13,10
2018,29-Jul-18,300,60,859,264,2972,1540,51.81695828,407,4794,246,4545,310,587,Sunday,98,27,10
2018,30-Jul-18,557,21,792,272,2860,8244,288.2517483,286,2751,385,3064,383,771,Monday,30,79,10
2018,31-Jul-18,197,83,258,493,6255,7855,125.5795364,872,9436,901,3321,496,191,Tuesday,84,63,10
2018,01-Aug-18,642,68,726,311,6058,2230,36.81082866,355,5366,472,1650,138,225,Wednesday,11,55,10
2018,02-Aug-18,156,46,727,233,5100,7010,137.4509804,416,6523,762,4469,834,745,Thursday,76,37,10
2018,03-Aug-18,200,53,803,283,9655,7541,78.10460901,513,2765,760,1150,787,664,Friday,60,18,10
2018,04-Aug-18,405,78,615,410,9362,2382,25.44328135,441,7915,19,4637,685,285,Saturday,12,52,10
2018,05-Aug-18,741,85,382,345,1370,8045,587.2262774,436,1671,592,1059,1000,227,Sunday,38,67,10
2018,06-Aug-18,717,95,134,107,5278,6981,132.2660099,904,2214,462,871,934,902,Monday,62,27,10
2018,07-Aug-18,851,53,228,434,8523,9777,114.7131292,231,7304,302,3271,613,104,Tuesday,60,23,10
2018,08-Aug-18,433,22,166,496,6070,5020,82.70181219,345,4217,657,3604,179,153,Wednesday,14,13,10
2018,09-Aug-18,298,29,683,486,1949,3632,186.3519754,373,9020,100,2855,724,191,Thursday,21,43,10
2018,10-Aug-18,720,71,404,166,1064,6287,590.8834586,360,3955,388,4361,880,767,Friday,11,79,10
2018,11-Aug-18,424,38,590,492,6534,2943,45.04132231,221,5519,96,3378,57,186,Saturday,35,21,10
2018,12-Aug-18,325,35,117,217,2725,2647,97.13761468,229,2340,630,3000,472,994,Sunday,17,20,10
2018,13-Aug-18,293,70,778,243,9562,5898,61.68165656,586,2347,664,2960,354,677,Monday,61,65,10
2018,14-Aug-18,952,65,203,491,4464,8301,185.9543011,269,1162,453,3992,562,58,Tuesday,37,63,10
2018,15-Aug-18,785,98,911,310,3226,5223,161.9032858,877,3161,42,3560,43,412,Wednesday,39,71,10
2018,16-Aug-18,359,13,711,333,5043,4275,84.77096966,729,4266,517,2202,492,43,Thursday,63,63,10
2018,17-Aug-18,587,68,376,118,5557,5455,98.16447724,843,1732,857,1424,884,260,Friday,17,24,10
2018,18-Aug-18,443,78,913,255,7677,9528,124.1109809,655,6121,757,603,724,957,Saturday,16,87,10
2018,19-Aug-18,392,11,104,409,3122,5278,169.058296,791,5114,698,2027,325,873,Sunday,71,60,10
2018,20-Aug-18,909,23,204,223,1379,8084,586.2218999,844,6709,636,445,861,151,Monday,57,99,10
2018,21-Aug-18,641,53,197,417,9894,6670,67.4145947,948,3115,896,4940,293,237,Tuesday,54,55,10
2018,22-Aug-18,125,60,862,375,5952,5988,100.6048387,964,1551,786,148,229,977,Wednesday,14,85,10
2018,23-Aug-18,355,68,207,345,2572,8840,343.7013997,189,9265,41,219,289,644,Thursday,40,39,10
2018,24-Aug-18,505,55,846,180,1861,4275,229.7152069,667,4688,195,4467,652,174,Friday,45,68,10
2018,25-Aug-18,969,39,880,456,5471,1381,25.24218607,305,4372,412,350,878,913,Saturday,13,87,10
2018,26-Aug-18,439,16,936,179,1589,5138,323.3480176,837,3247,716,1101,794,677,Sunday,91,75,10
2018,27-Aug-18,872,28,801,182,8349,2120,25.39226255,538,9870,158,3933,960,863,Monday,51,24,10
2018,28-Aug-18,173,50,508,470,3278,1878,57.29103112,909,8111,36,4645,301,712,Tuesday,96,10,10
2018,29-Aug-18,991,61,1000,265,8714,6478,74.3401423,326,9189,880,2522,904,589,Wednesday,57,86,10
2018,30-Aug-18,833,34,445,272,7758,7256,93.52926012,733,7610,371,3081,98,305,Thursday,18,35,10
2018,31-Aug-18,565,92,913,197,4655,7991,171.6648765,456,3126,977,2739,507,205,Friday,31,87,10
2018,01-Sep-18,947,65,526,497,7415,2314,31.20701281,353,1814,78,578,445,456,Saturday,40,55,10
2018,02-Sep-18,622,55,710,463,7635,5611,73.49050426,427,9313,516,1060,15,122,Sunday,46,79,10
2018,03-Sep-18,687,22,607,466,1313,2746,209.1393755,468,3488,846,3646,47,221,Monday,31,43,10
2018,04-Sep-18,776,23,919,451,3643,9119,250.3156739,994,3745,24,624,116,905,Tuesday,37,82,10
2018,05-Sep-18,471,61,413,128,5787,9586,165.6471401,840,8349,906,3979,467,242,Wednesday,39,46,10
2018,06-Sep-18,536,46,163,331,3221,3466,107.6063334,759,7226,24,1011,716,799,Thursday,44,69,10
2018,07-Sep-18,119,52,804,162,5989,8534,142.4945734,592,5527,912,1688,732,444,Friday,18,16,10
2018,08-Sep-18,637,89,802,449,3624,5832,160.9271523,611,3594,600,4023,146,637,Saturday,38,83,10
2018,09-Sep-18,848,10,808,165,1282,5186,404.524181,743,2702,245,2720,647,597,Sunday,28,32,10
2018,10-Sep-18,636,94,841,148,2173,4946,227.6115969,376,4565,994,572,597,856,Monday,51,11,10
2018,11-Sep-18,757,37,236,415,7124,5761,80.86749017,979,3166,979,2410,951,55,Tuesday,46,57,10
2018,12-Sep-18,263,34,503,413,8992,4034,44.86209964,326,3509,221,946,114,277,Wednesday,44,65,10
2018,13-Sep-18,626,86,262,127,3725,6204,166.5503356,818,3544,825,1990,917,889,Thursday,27,66,10
2018,14-Sep-18,841,56,259,180,8685,1522,17.52446747,384,5941,712,2832,136,169,Friday,14,24,10
2018,15-Sep-18,118,79,606,214,1742,5197,298.3352468,647,1977,793,2629,874,136,Saturday,60,11,10
2018,16-Sep-18,897,61,165,251,4331,1797,41.49157239,287,9995,711,1085,803,424,Sunday,77,13,10
2018,17-Sep-18,358,32,103,409,6663,9510,142.7285007,192,7320,33,4319,335,38,Monday,77,47,10
2018,18-Sep-18,748,65,531,469,4816,6911,143.5008306,306,5112,270,3495,141,671,Tuesday,51,35,10
2018,19-Sep-18,532,41,699,111,3762,4220,112.1743753,910,6831,497,2812,670,122,Wednesday,96,83,10
2018,20-Sep-18,738,28,1000,253,9549,4956,51.90072259,878,9648,796,2051,688,625,Thursday,81,73,10
2018,21-Sep-18,145,93,483,331,8166,7005,85.78251286,899,9284,189,966,810,508,Friday,99,95,10
2018,22-Sep-18,382,24,563,428,3395,4961,146.1266568,316,8210,269,2402,923,160,Saturday,25,89,10
2018,23-Sep-18,300,64,896,206,9934,5005,50.38252466,350,5321,273,1903,67,185,Sunday,89,34,10
2018,24-Sep-18,139,88,613,156,5180,7876,152.046332,830,8886,433,2523,434,736,Monday,25,28,10
2018,25-Sep-18,942,42,358,419,3511,2192,62.43235545,765,3316,875,4910,401,450,Tuesday,86,43,10
2018,26-Sep-18,593,36,790,373,3484,3508,100.6888634,607,6998,889,1298,983,407,Wednesday,23,60,10
2018,27-Sep-18,341,33,125,306,1815,7774,428.3195592,553,8666,376,3465,827,674,Thursday,77,100,10
2018,28-Sep-18,979,73,547,101,7860,8384,106.6666667,508,3313,376,737,285,30,Friday,45,11,10
2018,29-Sep-18,683,81,516,473,4282,3614,84.39981317,732,3710,230,4735,508,687,Saturday,43,55,10
2018,30-Sep-18,518,100,470,191,4752,2079,43.75,361,5303,815,3103,939,587,Sunday,90,47,10
2018,01-Oct-18,298,62,785,484,9263,8923,96.32948289,444,6192,868,1858,609,551,Monday,51,85,10
2018,02-Oct-18,434,20,634,203,2983,3422,114.7167281,628,1938,56,3896,379,187,Tuesday,19,76,10
2018,03-Oct-18,435,62,411,225,2545,9354,367.5442043,777,8675,414,116,572,248,Wednesday,24,37,10
2018,04-Oct-18,864,91,771,144,2268,5289,233.2010582,699,8663,888,1122,319,563,Thursday,57,44,10
2018,05-Oct-18,805,92,579,137,1674,1765,105.4360812,818,1926,241,2941,56,866,Friday,83,12,10
2018,06-Oct-18,444,72,293,366,8236,7910,96.04176785,544,6759,741,4430,450,722,Saturday,48,97,10
2018,07-Oct-18,270,88,446,386,5417,8337,153.9043751,564,7451,122,1894,223,187,Sunday,11,23,10
2018,08-Oct-18,686,38,766,339,7283,1379,18.93450501,467,6998,800,3227,302,694,Monday,93,31,10
2018,09-Oct-18,112,29,190,143,5479,4840,88.33728783,620,1199,707,3670,882,576,Tuesday,85,20,10
2018,10-Oct-18,897,72,571,167,1470,1243,84.55782313,743,9748,783,480,750,823,Wednesday,52,17,10
